Duplication,pair,P1,P2,n.rep_HET_P1P2,n.rep_HET_P2P1,n.rep_HM_P1,n.rep_HM_P2,med_MTX_HET_P1P2,med_MTX_HET_P2P1,med_MTX_HM_P1,med_MTX_HM_P2,HET_P1P2,HET_P2P1,HET.PCA,HM1.PCA,HM2.PCA,nbHET.inter,nbHM.inter,motif_categories_PCA,motif_number_PCA,HM1bg,timesrep.bg.HM1,list.bg.HM1(Pubmed.id),at.list.1.direct.HM1,at.list.1.in.vivo.HM1,at.list.1.regul.nat.HM1,at.list.1.H.throughput.HM1,HM2bg,timesrep.bg.HM2,list.bg.HM2(Pubmed.id),at.list.1.direct.HM2,at.list.1.in.vivo.HM2,at.list.1.regul.nat.HM2,at.list.1.H.throughput.HM2,HETbg,timesrep.bg.HET,list.bg.HET(Pubmed.id),at.list.1.direct.HET,at.list.1.in.vivo.HET,at.list.1.regul.nat.HET,at.list.1.H.throughput.HET,intensity_HMP1_Tarassov,intensity_HMP2_Tarassov,intensity_HETP1P2_Tarassov,intensity_HETP2P1_Tarassov,HM1.Stynen,HM2.Stynen,med_MTX_HM_P1_Stynen,med_MTX_HM_P2_Stynen,comp_list.PDB.monomer_P1,comp_list.PDB.monomer_P2,comp_list.PDB.HM1,comp_list.PDB.HM2,comp_list.PDB.HET,HM1.PDB,HM2.PDB,HET.PDB,HM1.Kim,HM2.Kim,HM1bg.S.PDB.Kim,HM2bg.S.PDB.Kim,motif_categories.bg.S.PDB.Kim,motif_number.bg.S.PDB.Kim,HM1.final,HM2.final,HET.final,motif_categories,motif_number,log10_RNAseq_DMSO_P1,log10_RNAseq_MTX_P1,log10_RNAseq_DMSO_P2,log10_RNAseq_MTX_P2,log10_abundance_paxDB_P1,log10_abundance_paxDB_P2,P.HM.Exp.P1,P.HM.Exp.P2,expression_correl_coeff,age_group,pid
SSD,YBR098W.YIL036W,YBR098W,YIL036W,18,18,14,18,6.0659284803044,6.28540221886225,6.19883731647413,6.32147711174017,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6894003684036,11.5985130097152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,1.68124123737559,1.76342799356294,2.83695673705955,2.81954393554187,0.346352974450639,1.50650503240487,NA,0.41233377424881,0.155882946708484,3,21.9444444444444
SSD,YBR165W.YDL167C,YBR165W,YDL167C,14,14,15,15,6.0659284803044,6.23583760719602,6.06608919045777,6.37503943134692,0,0,0,0,0,0,0,NI,1,0,0,NA,NA,NA,NA,NA,1,1,Reconstituted Complex(19345193),0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.7827109737146,11.5013632214144,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,HM,2,0,1,0,HM,2,2.04532297878666,2.11058971029925,2.48855071650044,2.51054501020661,0.14921911265538,1.63144376901317,0.256737593136942,0.314523823220872,0.239169317035788,6,15.4910096818811
SSD,YBR168W.YLR324W,YBR168W,YLR324W,18,17,18,18,7.04983827742982,6.4757334309664,6.20826683009979,10.5840229402575,1,0,1,0,1,1,1,HM&HET,5,0,0,NA,NA,NA,NA,NA,1,3,Affinity Capture-MS(22940862);PCA(18467557);Two-hybrid(11283351),NA,NA,NA,NA,1,3,Affinity Capture-MS(27129769);Two-hybrid(14617799),NA,NA,NA,NA,NA,50695,NA,NA,0,1,11.069499592438,15.04675670465,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,HM&HET,5,0,1,1,HM&HET,5,1.11394335230684,1.34242268082221,1.73239375982297,2.03342375548695,0.287801729930226,1.65127801399814,0.217518479345093,0.25329737625673,0.317548587938702,3,22.972972972973
SSD,YBR207W.YER145C,YBR207W,YER145C,18,18,18,18,7.94251450533924,7.21916852046216,10.1331422124006,11.111787735801,1,1,1,1,1,2,2,HM&HET,6,1,1,PCA(18467557),1,1,1,1,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,68770,NA,NA,NA,NA,1,NA,15.6295243635526,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,HM,3,1,1,1,HM&HET,6,1.90848501887865,1.8750612633917,2.39445168082622,2.47712125471966,1.46834733041216,2.04532297878666,0.249259706809772,0.306407646378539,0.170160283297999,4,32.7309236947791
SSD,YBR236C.YML008C,YBR236C,YML008C,15,18,18,18,6.4093909361377,6.4428481866697,6.2188760361618,11.2644426002266,0,0,0,0,1,0,1,HM,2,0,0,NA,NA,NA,NA,NA,1,2,PCA(16300994);Two-hybrid(18719252),1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11.33164744602,15.6039836704802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,HM,2,0,1,0,HM,2,2.30535136944662,2.45636603312904,3.20924684875337,3.07554696139253,1.48287358360875,3.00043407747932,0.301703078970497,0.511254634655889,0.367689630742084,NA,24.6252676659529
SSD,YBR244W.YIR037W,YBR244W,YIR037W,17,18,18,18,6.33985000288462,5.90186376327656,7.06044292139389,5.75488750216347,0,0,0,1,0,0,1,HM,2,0,0,NA,NA,NA,NA,NA,1,1,Reconstituted Complex(17720812),0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12.2285670202955,11.8078754836078,NA,3cmi_1,NA,NA,NA,NA,0,NA,0,0,0,1,HM,2,1,1,0,HM,3,2.59879050676312,2.25285303097989,3.446070935701,3.623972512017,1.80685802951882,2.32633586092875,0.268340006286492,0.664184045076068,-0.0355150866291437,3,73.9393939393939
SSD,YBR276C.YNL128W,YBR276C,YNL128W,17,15,16,18,6.35755200461808,6.44294349584873,6.33985000288462,6.4093909361377,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.739705056869,10.5583223725999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,2.47421626407626,2.54406804435028,1.27875360095283,1.17609125905568,0.383815365980431,0.74350976472843,0.322970230721095,0.196749515348896,-0.270504207240187,9,21.3154689403167
SSD,YBR281C.YFR044C,YBR281C,YFR044C,17,18,16,18,6.33985000288462,6.22881869049588,6.22881869049588,10.1535520317081,0,0,0,0,1,0,1,HM,2,1,2,Reconstituted Complex(22277648);Two-hybrid(22277648),NA,NA,NA,NA,1,7,Affinity Capture-Western(17179087);Co-crystal Structure(25427234);Reconstituted Complex(19346245);Reconstituted Complex(20868722);Reconstituted Complex(22277648);Reconstituted Complex(25427234);Two-hybrid(17179087),NA,NA,NA,NA,1,2,Affinity Capture-Western(17179087);Two-hybrid(17179087),NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.1856937190337,NA,NA,NA,4g1p_1,NA,NA,1,NA,0,0,1,1,HM&HET,6,1,1,1,HM&HET,6,2.22530928172586,2.20682587603185,3.50433491180246,3.2559957267224,1.5910646070265,2.62838893005031,0.263667956273076,NA,0.079274505729631,8,20.4620462046205
SSD,YBR283C.YLR378C,YBR283C,YLR378C,15,14,14,13,8.4757334309664,6.84549005094437,7.14971134458859,6.79441586635011,1,1,1,1,0,2,1,HM&HET,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,HM&HET,5,2.53019969820308,2.81358098856819,2.90794852161227,2.94890176097021,2.12385164096709,2.69810054562339,0.410108583835193,0.461836039625761,0.493344559609939,5,34.6303501945525
SSD,YCL011C.YDR432W,YCL011C,YDR432W,17,15,15,18,8.54689445988764,9.15228484230658,6.33985000288462,11.2179576978641,1,1,1,0,1,2,1,HM&HET,5,0,0,NA,NA,NA,NA,NA,1,9,Affinity Capture-MS(14759368);Affinity Capture-MS(18077427);Affinity Capture-Western(19454603);Far Western(23348965);Reconstituted Complex(24100011);Reconstituted Complex(30004689);Two-hybrid(23348965);Two-hybrid(23918811);Two-hybrid(24100011),NA,NA,NA,NA,1,3,Affinity Capture-MS(14769921);Two-hybrid(10896665);Two-hybrid(23918811),NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12.1093055621862,15.8524723400467,2mzq_1,"2jvo_1,2osq_1,2osr_1",NA,NA,NA,0,0,0,0,NA,0,1,HM&HET,5,0,1,1,HM&HET,5,2.84135947045485,2.85003325768977,0.698970004336019,0,1.75127910398334,2.99343623049761,0.423586240682426,0.182859394117589,0.240500604793479,9,20.7877461706783
SSD,YCL024W.YKL171W,YCL024W,YKL171W,13,14,12,12,6.44294349584873,6.4594316186373,6.55458885167764,6.4594316186373,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.383768598354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,2.04921802267018,1.92427928606188,2.23552844690755,2.59659709562646,0.697229342759718,0.376576957056512,0.250352199017256,0.337666181550486,0.0207304364096825,9,22.971741112124
SSD,YCL057W.YKL134C,YCL057W,YKL134C,15,16,18,16,6.35755200461808,6.3358810931723,6.56222223000429,6.10837292909765,0,0,0,0,0,0,0,NI,1,0,0,NA,NA,NA,NA,NA,1,1,Affinity Capture-MS(22940862),0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,13.4313443985018,11.6809410401526,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,HM,3,1,1,0,HM,3,2.94546858513182,2.77959649125782,1.77085201164214,1.76342799356294,2.20951501454263,1.45331834004704,NA,NA,0.346642571564498,9,27.909887359199
SSD,YCL073C.YKR106W,YCL073C,YKR106W,17,18,18,18,6.14974711950468,6.20945336562895,6.13951506822482,6.24792751344359,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6885764646374,11.8627998328459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,0,0,0,0,0.136720567156407,0.133538908370218,0.182859394117589,0.182859394117589,NA,1,99.3506493506493
SSD,YCR004C.YDR032C,YCR004C,YDR032C,18,18,18,18,10.4665863377192,10.6591039634737,10.8033239190415,10.9893944998447,1,1,1,1,1,2,2,HM&HET,6,0,0,NA,NA,NA,NA,NA,1,3,PCA(18467557);Two-hybrid(10688190);Two-hybrid(18719252),1,1,1,1,1,2,Two-hybrid(10688190);Two-hybrid(18719252),NA,NA,NA,NA,NA,96793,NA,NA,NA,1,15.513487372051,15.6695789111011,NA,NA,NA,5mp4_1,NA,NA,1,NA,NA,NA,0,1,HM&HET,5,0,1,1,HM&HET,5,3.29688447553855,3.30297993674825,3.77720925814568,3.66707920546422,2.38916608436453,2.22530928172586,0.587688321168488,NA,0.844496033951096,3,54.8387096774194
SSD,YCR018C.YPL021W,YCR018C,YPL021W,4,5,4,5,6.67235600496751,6.55458885167764,6.7327832024047,6.74146698640115,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5910546982429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,0.477121254719662,1.53147891704226,0,0,1.20682587603185,0.710963118995276,NA,0.182859394117589,0.186695168005524,5,33.3333333333333
SSD,YCR037C.YNR013C,YCR037C,YNR013C,15,15,15,13,6.4262647547021,6.08746284125034,6.44294349584873,6.2667865406949,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7054595888169,11.6458961811965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,2.4996870826184,2.77670118398841,2.35218251811136,2.55630250076729,1.02938377768521,1.77378644498119,0.396603109928318,0.32617779610888,0.363087793522458,3,37.7490039840637
SSD,YCR105W.YMR318C,YCR105W,YMR318C,4,5,4,4,6.83852945785597,6.74146698640115,6.80729741438265,7.52347672565336,1,0,1,0,1,1,1,HM&HET,5,1,1,Two-hybrid(18719252),NA,NA,NA,NA,1,1,Co-crystal Structure(15289102),NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11.7210981760558,NA,NA,NA,NA,"1piw_1,1ps0_1,1q1n_1",NA,NA,1,NA,0,0,1,1,HM,3,1,1,1,HM&HET,6,0.477121254719662,1.32221929473392,3.60260252042026,3.21958452621425,1.32014628611105,2.42488163663107,0.215380624286021,0.562516988561655,-0.0205580691799755,2,63.5359116022099
SSD,YCR106W.YLL054C,YCR106W,YLL054C,5,5,5,4,6.64385618977472,6.49185309632967,6.61470984411521,6.66517835847897,0,0,0,0,0,0,0,NI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8628674334195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NI,1,0.698970004336019,0.602059991327962,1.07918124604762,1.14612803567824,0.198657086954423,0.629409599102719,0.133001176723384,NA,0.319425220116602,2,33.4836527621195
SSD,YDL002C.YMR072W,YDL002C,YMR072W,18,18,18,18,6.2667865406949,6.28540221886225,10.0292872269682,6.06608919045777,0,0,0,1,0,0,1,HM,2,1,2,Affinity Capture-MS(15607974);PCA(18467557),1,1,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,40635,NA,NA,NA,1,0,14.1664453883696,11.5230538372709,NA,NA,NA,"5jgh_1,5jh0_1",NA,NA,1,NA,1,0,1,1,HM,3,1,1,0,HM,3,2.4996870826184,2.71850168886727,3.60422605308447,3.68565218411552,1.51851393987789,2.35983548233989,0.376272949142234,0.680209044344806,0.197323439653131,9,25.6198347107438
SSD,YDL070W.YKR008W,YDL070W,YKR008W,18,17,15,15,4.20469546806885,6.35755200461808,6.10852445677817,5.90689059560852,0,0,0,0,0,0,0,NI,1,0,0,NA,NA,NA,NA,NA,1,2,Affinity Capture-MS(14759368);Protein-peptide(17803945),1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.1045529315239,9.30699542384906,NA,"2r0s_1,2r0v_1,2r10_1",NA,NA,NA,NA,0,NA,0,NA,0,1,HM,2,0,1,0,HM,2,2.64443858946784,2.52504480703685,2.40993312333129,2.2148438480477,1.53019969820308,2.02118929906994,0.318037381881654,0.264411942212248,0.305659893334256,8,23.0473751600512
